destination_id,name,description,latitude,longitude,address
11,Baru Beureum,"Merupakan gerbang utama bagi para pendaki yang mencari tantangan di Gunung Manglayang. Jalur ini dikenal dengan medannya yang terjal dan menantang, melewati sisa-sisa aliran lava purba, menjadikannya pilihan utama untuk petualangan    

hiking yang memacu adrenalin.",-6.879837445719484,107.75700793900384,"Ciloa, Sindangsari, Kec. Sukasari, Kabupaten Sumedang, Jawa Barat 45366"
12,Base Camp Erfarm,"Destinasi ini menawarkan pengalaman berkemah dan kegiatan luar ruang yang terorganisir dan nyaman untuk seluruh anggota keluarga. Dengan fasilitas yang memadai dan lingkungan yang aman, tempat ini ideal untuk liburan keluarga, gathering, atau pengenalan petualangan alam bagi anak-anak.",-6.912857234854871,107.77811681589148,"Jl. Cikuda No.18, Cileles, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
13,BASISIR MUDA DEMANG Camping ground,"Sebuah area perkemahan yang berlokasi di kawasan Jatigede yang indah, menjadi basis bagi para petualang yang ingin menjelajahi dan menyatu dengan alam. Tempat ini menawarkan pengalaman berkemah dengan suasana yang tenang untuk melepas penat",-6.886825102614027,108.07086688652078,"Jln, Karangpakuan, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat"
14,Baso sekar mas eko,"Merupakan ikon kuliner di Sumedang yang sangat populer dan tidak pernah sepi pengunjung. Tempat ini wajib dikunjungi oleh para pecinta bakso untuk mencicipi cita rasa legendaris dengan beragam varian, dari bakso iga hingga bakso jumbo.",-6.841641942210676,107.92758940440557,"Jl. Tampomas, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621"
15,Batu Alam | Rumah Makan - Kolam renang - Pemancingan - Kolam Renang,"Sebuah destinasi rekreasi terpadu yang menggabungkan rumah makan dengan berbagai fasilitas hiburan. Pengunjung dapat menikmati kolam renang untuk dewasa dan anak-anak, area pemancingan, serta spot foto menarik dalam satu lokasi, menjadikannya pilihan ideal untuk liburan keluarga.",-6.844579308290782,107.82741128554198,"Jl. Citali - Rancakalong KM. 11 Dsn. Ciherang, RT.02/RW.03, Pasir Biru, Kec. Rancakalong, Kabupaten Sumedang, Jawa Barat 45361"
16,Bekas Rumah Tinggal Cut Nyak Dien,"Ketika Cut Nyak Dien diasingkan ke Sumedang, oleh Bupati Sumedang saat itu, Pangeran Aria Soeria Atmadja ditempatkan di sebuah rumah panggung. Rumah panggung ini terletak di Kampung Kaum Kelurahan Regol Wetan, tepatnya sekitar 100 meter sebelah barat Masjid Agung Sumedang. Bentuk rumah panggungnya sebagian masih asli. Terutama dinding dan lantai dari bambu. Sedangkan sebagian yang lainnya sudah diganti. Dinding rumah yang lama bentuk anyaman bambunya lebih besar dan tebal. Tiang-tiang utama yang terbuat dari kayu juga masih asli. Tiang-tiangnya masih kokoh tidak dimakan rayap walau sebagian ditanam di dalam tanah.",-6.858993499929314,107.91929189741992,"Jl. Pangeran Soeriaatmadja No.17, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
17,Bendungan Hidden gem,,-6.967993045713564,107.83947345200863,"Dusun Bendungan, RT.02/RW.02, Cimanggung, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364"
18,Bendungan Jatigede," Merupakan bendungan terbesar kedua di Indonesia, menawarkan pemandangan lanskap air yang spektakuler. Selain menjadi objek foto yang populer, bendungan ini juga berfungsi sebagai pusat rekreasi untuk berbagai aktivitas seperti olahraga air dan budidaya perikanan",-6.856014240498136,108.09760249239343,"Cijeungjing, Kec. Jatigede, Kabupaten Sumedang, Jawa Barat 45377"
19,Benteng Darmaga,Situs sejarah peninggalan kolonial Belanda yang berlokasi di aliran Sungai Cipeles. Benteng ini dulunya merupakan bendungan strategis yang digunakan untuk menghambat pergerakan musuh dengan cara membendung aliran sungai,-6.845584471026441,107.92094099699172,"Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
20,Benteng Gunung Gadung,"Kampung Gunung Gadung merupakan sebuah lokasi pemukiman penduduk yang berada di bagian timur wilayah Desa Sukajaya Kecamatan Sumedang Selatan Kabupaten Sumedang. Sebuah lokasi yang cukup jauh dari pusat pemerintahan Desa Sukajaya, dari kantor Desa Sukajaya jaraknya sekitar 2,7 km ke arah selatan melintasi jalan raya Gunung Puyuh - Nangorak dilanjut ke Kampung Cihuni dan Kampung Cipunareun. Jika menggunakan jalan Ciloa - Haurlawang, jaraknya lebih jauh sekitar 3,5 km. Kawasan pemukiman penduduk Kampung Gunung Gadung dikelilingi oleh lahan pertanian berupa lahan pesawahan dan lahan perkebunan. Di bagian barat dan selatan pemukiman penduduknya merupakan lahan pesawahan yang subur karena mendapatkan suplai pengaiaran dari saluran irigasi yang bersumber dari aliran Sungai Cipicung di sebelah utara dekat Kampung Kukulu.",-6.878950018247792,107.91288015679648,"Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
21,Benteng Palasari,"Sebuah kompleks benteng pertahanan peninggalan Belanda yang dibangun antara tahun 1913-1917 di puncak Gunung Palasari. Terdiri dari delapan bangunan beton tebal, situs ini diduga berfungsi sebagai gudang mesiu dan pos pengamatan militer",-6.855457701793471,107.91208046099192,"Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
22,Benteng Pasir Kolecer,"Peninggalan benteng Belanda yang dibangun sekitar tahun 1907, menampilkan struktur yang menyerupai bunker pertahanan di atas bukit. Tempat ini menawarkan wisata sejarah dengan pemandangan lembah perbukitan di sekitarnya",-6.882620848633425,107.91248010406002,"Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
23,Bhumi Nadya,"Sebuah lokasi yang beralamat di Kecamatan Rancakalong. Berdasarkan informasi yang tersedia, belum ada deskripsi detail mengenai atraksi atau kegiatan spesifik yang ditawarkan di tempat ini.",-6.842587376138294,107.8285900336641,"Jl. Tanjungsari - Rancakalong No.Km 11, RT.04/RW.05, Dusun Pasir, Kampung Pasirpogor, Kec. Rancakalong, Kabupaten Sumedang, Jawa Barat 45361"
24,Botram Yu Lesehan RM Sawargi Sumedang,"Rumah makan yang menyajikan pengalaman kuliner khas Sunda otentik. Tempat ini populer untuk ""botram"" atau makan bersama dalam porsi besar, dengan konsep ""lesehan"" atau duduk di lantai yang memperkuat suasana kebersamaan",-6.831823225970875,107.9165075659022,"depan rumah makan sawargi, Jl. Prabu Gajah Agung, bypass, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45321"
25,BUDIDAYA LEBAH MADU PASUNDAN MARGAWINDU,"Destinasi wisata edukatif yang cocok untuk keluarga, di mana pengunjung dapat belajar tentang lebah madu. Atraksi utamanya adalah pengalaman unik menyedot madu segar langsung dari sarang lebah teuweul yang tidak menyengat.",-6.916305721313484,107.95891284525648,"Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat"
26,Bukit Akasia,"Kawasan wisata alam di ketinggian 1.281 mdpl yang terkenal dengan pemandangan matahari terbenamnya yang memesona. Tempat ini menjadi lokasi favorit untuk relaksasi atau healing, dilengkapi dengan pusat kuliner dan area untuk berkemah. ",-6.924453121113249,107.79804706827504,"Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362"
27,Bukit naga panorama jatinangor sumedang,Sebuah titik pandang yang daya tarik utamanya adalah menyajikan pemandangan alam panorama yang indah di kawasan Jatinangor. Tempat ini cocok bagi mereka yang ingin menikmati keindahan alam dari ketinggian secara pasif.,-6.924096158010111,107.79813814990024,"Hegarmanah, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
28,Bukit Pangupukan,"Dikenal sebagai lokasi utama untuk olahraga paralayang di Sumedang. Dari titik lepas landas, para petualang dapat menikmati sensasi terbang sambil menyaksikan pemandangan spektakuler Waduk Jatigede dari atas.",-6.874343200419544,108.0597887027486,"Karangpakuan, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat 45372"
29,Bumi Perkemahan Cipacet,"Area perkemahan yang dirancang khusus untuk kegiatan luar ruangan seperti berkemah dan menjelajahi alam. Dikelilingi oleh hutan pinus, tempat ini menawarkan suasana yang sejuk dan tenang untuk para pencari petualangan.",-6.853647789888106,107.77265119446012,"Genteng, Kec. Sukasari, Kabupaten Sumedang, Jawa Barat 45366"
30,Bumi Perkemahan Pajaten,"Sebuah area perkemahan di Desa Kebonkalapa yang sering digunakan untuk kegiatan Pramuka seperti Jambore Ranting, menawarkan pengalaman berkemah di alam terbuka yang asri.",-6.84402291814145,107.95812774900205,"Cibolang, Kebonkalapa, Kec. Cisarua, Kabupaten Sumedang, Jawa Barat 45355"
31,Bungkeng Rumah Makan,"Sebuah destinasi kuliner legendaris yang merupakan perintis tahu Sumedang sejak tahun 1917. Mengunjungi tempat ini bukan hanya untuk mencicipi tahu yang otentik, tetapi juga untuk merasakan bagian dari sejarah gastronomi Sumedang.",-6.839573719247448,107.92520345244066,"Jl. Mayor Abdurahman No.135, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621"
32,Cadas Pangeran Sumedang,"Ruas jalan bersejarah yang berkelok tajam dan dikelilingi tebing curam. Daya tarik utamanya bukan pada keindahan alam, melainkan pada kisah sejarah kelam di balik pembangunannya pada masa pemerintahan Daendels.",-6.882484001686692,107.85930233921432,"Jl. Nasional 5, Cijeruk, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45365"
33,Camp Area Bukit Galau,"Bukit Galau, merupakan objek wisata alam camping ground yang menyajikan panorama alam layaknya di atas awan. Meski namanya Bukit Galau, namun kenyataannya, objek wisata alam ini menjadi lokasi yang tepat untuk menghilangkan penat. Bukit Galau berlokasi di ujung Sumedang bagian Barat. Tepatnya, di Kampung Telang, Desa Sindulang, Kecamatan Cimanggung, Kabupaten Sumedang, Jawa Barat. Dari Pasar Parakanmuncang, Cimanggung, Bukit Galau bisa ditempuh dengan jarak perjalanan kurang lebih 45 menit. Wisatawan dari arah Sumedang, bisa mengikuti akses jalan melalui Parakanmuncang. Kemudian masuk ke wilayah Tegalmanggung dan tiba di lokasi yaitu di Desa Sindulang. Setibanya di lokasi, wisatawan bisa memarkir kendaraannya di tempat yang telah pengelola sediakan. Akan tetapi, untuk menempuh titik lokasi, dari tempat parkir kendaraan tersebut, wisatawan harus menempuh perjalan dengan berjalan kaki. Dengan waktu tempuh sekitar 10 menit.",-6.952107079794257,107.88841792320984,"Sindulang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364"
34,Camp Area Puncak Gunung Tampomas,Sebuah area perkemahan yang terletak di dalam hutan sejuk di kaki Gunung Tampomas. Lokasi ini menjadi tujuan favorit bagi para pendaki dan pencinta alam untuk bermalam dan merasakan suasana pegunungan yang asri,-6.764548983534205,107.960657092949,"Cibeureum Kulon, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353"
35,Cekdam Ciantay,"Bendungan penahan sedimen kecil yang menawarkan suasana alam yang hening dan damai. Dikelilingi oleh pepohonan pinus, tempat ini menjadi lokasi yang ideal untuk bersantai dan melepaskan penat dari keramaian",-6.940427429032245,107.78301690265144,"Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
36,Cibubut Campground,Sebuah lahan perkemahan yang secara spesifik ditujukan untuk kegiatan berkemah di alam terbuka,-6.946121930172723,107.99206664425118,"Jayamekar, Kec. Cibugel, Kabupaten Sumedang, Jawa Barat 45375"
37,Cisoka Eco Green Park,"Cisoka Eco Greenpark Sumedang menghadirkan pengalaman wisata alam yang menyegarkan dengan konsep ekowisata yang menonjolkan keindahan alam pedesaan. Pengunjung dapat menikmati suasana asri dan sejuk, jauh dari hiruk pikuk perkotaan. Area persawahan yang luas memberikan pemandangan yang menenangkan, dan berbagai spot foto yang instagramable siap diabadikan. Tempat ini sangat cocok bagi mereka yang mencari ketenangan dan ingin melepas penat.

Selain menikmati keindahan alam, Cisoka Eco Greenpark juga menawarkan berbagai aktivitas rekreasi yang ramah lingkungan. Area bermain anak-anak tersedia untuk keluarga yang ingin berlibur bersama, dan suasana pedesaan yang tenang menciptakan pengalaman yang nyaman. Untuk informasi lebih lanjut mengenai harga tiket masuk, jam operasional, dan fasilitas terbaru, disarankan untuk mencari informasi dari sumber resmi atau media sosial terkait.",-6.913525779615443,107.97952522063912,"Citengah Cisoka, Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
38,CISOKA HILL,"Sebuah destinasi wisata keluarga yang memadukan keindahan alam hamparan perkebunan teh dengan berbagai wahana buatan. Tempat ini dirancang sebagai lokasi untuk berswafoto dengan banyak spot menarik seperti menara kincir angin, wahana perahu, dan sayap burung, serta dilengkapi saung untuk bersantai.",-6.932772226082793,107.97664158162104,"Jl. Perkebunan TH cisoka, Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
39,Clover Leaf Café & Resto,"Kafe dan restoran berkonsep modern yang menawarkan suasana nyaman, estetik, dan Instagramable. Berlokasi di pusat kota, tempat ini cocok untuk bekerja atau acara keluarga, menyajikan menu hidangan Barat dan fusion dengan sentuhan lokal",-6.858941791409754,107.92239645504688,"Jl. P Jl. Prabu Geusan Ulun No.46, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
40,Curug Buhud,"Dikenal sebagai ""Niagara versi mini"" karena aliran airnya yang melebar hingga 30 meter. Air terjun ini sangat mudah diakses karena terletak di tengah pemukiman penduduk tanpa perlu trekking, menjadikannya destinasi yang cocok untuk keluarga dan persinggahan singkat",-6.740478742913097,107.8881427497416,"Sukatani, Kec. Tanjungmedar, Kabupaten Sumedang, Jawa Barat 45354"
41,Curug Cinulang,"Curug Sindulang merupakan salah satu curug yang terkenal di wilayah Jawa Barat. Selain karena termasuk kategori curug yang tinggi dengan ketinggian sekitar 50 meter, juga curugnya bertipe ganda. Ada dua curug kembar berdampingan yang tinggi dan deras airnya sama. Letak curug ini berada di perbatasan Kabupaten Sumedang dengan Kabupaten Bandung. Walau demikian, secara administratif Curug Sindulang terletak di Desa Sindulang Kecamatan Cimanggung Kabupaten Sumedang. Untuk mengakses curug ini terbilang sangat mudah karena dapat dilalui oleh berbagai jenis kendaraan, baik roda dua maupun roda empat. Terutama dari arah Cicalengka. Dari jalan utama Bandung-Garut, saat memasuki Kilometer 11, daerah Cicalengka mengambil jalur kiri ketika ada plang penunjuk arah wisata Curug Cinulang (tepatnya di persimpangan Desa Cikopo). Dari papan penunjuk jalan tersebut, maju sekitar 3 kilometer ke arah timur menuju pintu gerbang masuk.",-6.962679640592479,107.881542398642,"Jl. Cicalengka Sindang Wangi No.km.07, Tanjungwangi, Kec. Cicalengka, Kabupaten Bandung, Jawa Barat 40395"
42,Curug Cipadayungan,"Cipadayungan merupakan permata tersembunyi di Kabupaten Sumedang, Jawa Barat, yang terkenal akan keindahan lanskap persawahan teraseringnya yang menghijau dan memukau. Kontur tanah berbukit di desa ini disulap menjadi hamparan sawah bertingkat yang tidak hanya berfungsi sebagai lahan pertanian, tetapi juga menciptakan panorama alam yang luar biasa. Udara di Cipadayungan terasa sejuk dan menyegarkan, menjadikannya tempat pelarian yang ideal dari hiruk pikuk kehidupan perkotaan.",-6.766897012486401,107.92991444080693,"Bangbayang, Padasari, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353"
43,Curug Cipongkor Sumedang,"ebuah air terjun tersembunyi yang digambarkan memiliki keindahan bak ""kepingan surga jatuh ke bumi"". Lokasinya yang berada di antara ceruk tebing di hutan Gunung Tugu menawarkan suasana yang sangat asri dan alami, cocok bagi para petualang yang mencari ketenangan.",-6.860083983980522,107.8785176389431,"Ciherang, Cimareme, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
44,Curug CIPUTRAWANGI,"Curug ini berada di gunung Tampomas. Nilai plus tersendiri untuk anda yang mendaki gunung ini, karena bisa menemukan air terjun yang indah. Beberapa jalur pendakian seperti jalur Narimbang, Cibeureum, dan Buahdua menjadi jalur favorit untuk pendaki. Jalur terbaik untuk menuju tempat ini adalah melalui jalur Narimbang, di perjalanan anda bisa menikmati keindahan Curug Ciputrawangi, yang menjadi salah satu tempat wisata di Sumedang yang sayang untuk dilewatkan.
Untuk sampai kesini, butuh perjuangan, trekking dengan kondisi medan yang menanjak berupa jalan setapak. Butuh fisik yang prima untuk menuju ke lokasi curug. Lokasi air terjun ini sendiri berada di dekat perbatasan antara Sumedang dengan Indramayu.",-6.751448938954328,107.98754854032128,"Ciputrawangi, Curug, Ciputrawangi Curug, Narimbang, Kec. Conggeang, Kabupaten Sumedang, Jawa Barat 45391"
45,Curug Cirengganis,"Merupakan air terjun yang masih sangat alami dan ""perawan"", terletak di Desa Cilembu. Daya tariknya adalah suasana murni dan perjalanan melintasi hutan pinus untuk mencapainya, menawarkan pengalaman alam yang jauh dari sentuhan komersial",-6.914488912757177,107.87438470821034,"Cimarias, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat"
46,Curug Gorobog,"Tempat wisata di Sumedang yang selanjutnya adalah sebuah ari terjun yang memiliki keindahan alam yang masih terjaga dengan baik. Nama air terjun atau curug ini adalah Curug Gorobog terletak di Desa Citengah, Kecamatan Sumedang Selatan, Kabupaten Sumedang, Provinsi Jawa Barat.
Air terjun yang indah ini berada di dalam hutan dan uniknya memiliki 3 tingkatan yang menambah eksotis air terjun ini.Air Terjun Cigorobog ini memiliki ketinggian sekitar 40 meter. Air yang mengalirnya tidak terlalu deras, namun sangat sejuk dan jernih. Jika berendam akan terasa menyejukkan badan. Di bagian paling bawahnya ada aliran sungai kecil yang bisa dipakai untuk bermain anak-anak. Jadi, tempat ini sangat cocok digunakan sebagai tempat wisata keluarga.
",-6.913349775594527,107.96078437236729,"Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
47,Curug Haurlawang Toga,,-6.888090657523168,107.91214181442172,"Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat"
48,Curug Pasirwangi,"Air terjun yang menjadi tujuan favorit warga setempat untuk liburan keluarga. Dengan tiket masuk yang sangat terjangkau, tempat ini menawarkan pemandangan indah dan suasana alami yang menenangkan, bahkan disebut cocok untuk meditasi",-6.814195526525455,107.87858843663238,"Sukamaju, Kec. Rancakalong, Kabupaten Sumedang, Jawa Barat 45361"
49,Curug Sabuk,"Destinasi bagi para petualang sejati, berupa air terjun setinggi 70 meter yang tersembunyi di dalam hutan Gunung Kareumbi. Untuk mencapainya, diperlukan trekking menantang selama 2-3 jam, yang akan terbayar dengan pemandangan megah dan suasana yang benar-benar liar",-6.926213821439378,107.90490957078164,"Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
